HashCode HT_File_Map_lu_pyra
HT_Objective_Hel_Exterior_SquirtHerdSquirtBits 0
HT_Objective_Hel_Exterior_SquirtHerdSquirts 0
HT_Objective_Hel_Exterior_SquirtHerdSquirtsLeft 0
HT_Objective_Hel_Exterior_SquirtHerdTalked 0
HT_Objective_Hel_Exterior_SunShrineDoor01Bars 0
HT_Objective_Hel_Exterior_SwimmerTalked 0
HT_Objective_Hel_Exterior_SwimmerTime 0
HT_Objective_Hel_Exterior_SwimmerTimeBest 0
HT_Objective_Hel_Exterior_TraderDone 0
HT_Objective_Hel_FirstTalk 0
HT_Objective_Hel_Stones 0
HT_Objective_Hel_SunShrine_BookOfTheDeadDone 0
HT_Objective_Hel_SunShrine_CSImhotepConnectChapter1 0
HT_Objective_Hel_SunShrine_FirstTalk 0
HT_Objective_Hel_WallSection1_Bridge01Lever 0
HT_Objective_Hel_WallSection1_Bridge01State 0
HT_Objective_Hel_WallSection1_Bridge02Lever 0
HT_Objective_Hel_WallSection1_Bridge02State 0
HT_Objective_Hel_WallSection1_Bridge03Lever 0
HT_Objective_Hel_WallSection1_Bridge03State 0
HT_Objective_Hel_WallSection1_BridgesOpen 0
HT_Objective_Hel_WallSection1_BurnBox02 0
HT_Objective_Hel_WallSection1_BurnFence01 0
HT_Objective_Hel_WallSection1_BurnFence02 0
HT_Objective_Hel_WallSection1_CSPresentation 0
HT_Objective_Hel_WallSection1_Chest01 0
HT_Objective_Hel_WallSection1_LiftLock01 0
HT_Objective_Hel_WallSection1_LiftLock02 0
HT_Objective_Hel_WallSection1_LiftLock03 0
HT_Objective_Hel_WallSection1_LiftLock04 0
HT_Objective_Hel_WallSection1_LiftLockCount 0
HT_Objective_Hel_WallSection1_LiftMoving 0
HT_Objective_Hel_WallSection1_NMETrap 0
HT_Objective_Hel_WallSection1_Plat1Moving 0
HT_Objective_Hel_WallSection1_SimonComplete 0
HT_Objective_Hel_WallSection1_SimonDoor 0
HT_Objective_Hel_WallSection2_Bars01 0
HT_Objective_Hel_WallSection2_CSRoofSpikes 0
HT_Objective_Hel_WallSection2_CageFight01 0
HT_Objective_Hel_WallSection2_Chest01 0
HT_Objective_Hel_WallSection2_Chest02 0
HT_Objective_Hel_WallSection2_Chest03 0
HT_Objective_Hel_WallSection2_Door01 0
HT_Objective_Hel_WallSection2_Door01Bars 0
HT_Objective_Hel_WallSection2_Door02 0
HT_Objective_Hel_WallSection2_Door03 0
HT_Objective_Hel_WallSection2_Door03Bars 0
HT_Objective_Hel_WallSection2_KeyPedestal01 0
HT_Objective_Hel_WallSection2_KeyPedestal02 0
HT_Objective_Hel_WallSection2_Laser01 0
HT_Objective_Hel_WallSection2_Laser02 0
HT_Objective_Hel_WallSection2_Lever01 0
HT_Objective_Hel_WallSection2_MovePlatform01 0
HT_Objective_Hel_WallSection2_Platform01 0
HT_Objective_Hel_WallSection2_Platform02 0
HT_Objective_Hel_WallSection2_Platform03 0
HT_Objective_Hel_WallSection2_Platform04 0
HT_Objective_Hel_WallSection2_RoofSpikesDisabled 0
HT_Objective_Hel_WallSection2_Room2_DoorOpen 0
HT_Objective_Hel_WallSection2_Room2_GotDoorKey 0
HT_Objective_Hel_WallSection2_SlidingSteps 0
HT_Objective_Hel_WallSection2_VertBars01 0
HT_Objective_Hel_WallSection3_BurnFence01 0
HT_Objective_Hel_WallSection3_Chest01 0
HT_Objective_Hel_WallSection3_Door01 0
HT_Objective_Hel_WallSection3_Door02 0
HT_Objective_Hel_WallSection3_JetsDisabled 0
HT_Objective_Hel_WallSection3_KeyPedestal01 0
HT_Objective_Hel_WallSection3_KeyPedestal02 0
HT_Objective_Hel_WallSection3_KeyPedestal03 0
HT_Objective_Hel_WallSection3_SimonComplete 0
HT_Objective_Hel_WallSection3_SmashStatue01 0
HT_Objective_Hel_WallSection3_SmashStatue02 0
HT_Objective_Hel_WallSection3_SmashStatue03 0
HT_Objective_Hlp_SaltDisolve 0
HT_Objective_Lux_Palace_AkhenatenSpoke 0
HT_Objective_Lux_Palace_CSAkhenaten 0
HT_Objective_Lux_Palace_CSCapture 0
HT_Objective_Lux_Palace_CSConspiracy 0
HT_Objective_Lux_Palace_CSGuard 0
HT_Objective_Lux_Palace_CSNefertiti1 1
HT_Objective_Lux_Palace_CSNefertiti2 0
HT_Objective_Lux_Palace_CSNefertiti3 0
HT_Objective_Lux_Palace_CSWakeUp 1
HT_Objective_Lux_Palace_CaptainPosition 0
HT_Objective_Lux_Palace_Costume 2
HT_Objective_Lux_Palace_NefertitiFound 0
HT_Objective_Lux_Palace_PlantsBroken 1
HT_Objective_Lux_Palace_PlotScene 0
HT_Objective_Lux_Palace_SarcophagusKey 0
HT_Objective_Lux_Palace_Servant01Talked 0
HT_Objective_Lux_Palace_ServantPosition 4
HT_Objective_Lux_Palace_ServantQuest 0
HT_Objective_Lux_Palace_ServantQuestItemsRemaining 8
HT_Objective_Lux_Palace_SetiQuest 0
HT_Objective_Lux_Palace_SetiQuestItemsRemaining 0
HT_Objective_Lux_Pyramid_Arc01 0
HT_Objective_Lux_Pyramid_BeamDeviceRope 0
HT_Objective_Lux_Pyramid_BreakDoor01 0
HT_Objective_Lux_Pyramid_CSSacrifice01 0
HT_Objective_Lux_Pyramid_CSSacrifice02 0
HT_Objective_Lux_Pyramid_CSSacrifice03 0
HT_Objective_Lux_Pyramid_CeremonyDoor 0
HT_Objective_Lux_Pyramid_Complete 0
HT_Objective_Lux_Pyramid_Forcefield01 0
HT_Objective_Lux_Pyramid_GlyphKey01 0
HT_Objective_Lux_Pyramid_GlyphKey02 0
HT_Objective_Lux_Pyramid_HighTarget01 0
HT_Objective_Lux_Pyramid_HighTarget01Laser 0
HT_Objective_Lux_Pyramid_HighTarget02 0
HT_Objective_Lux_Pyramid_HighTarget02Laser 0
HT_Objective_Lux_Pyramid_HighTarget03 0
HT_Objective_Lux_Pyramid_HighTarget03Laser 0
HT_Objective_Lux_Pyramid_HighTarget04 0
HT_Objective_Lux_Pyramid_HighTarget04Laser 0
HT_Objective_Lux_Pyramid_KeyPedestal01 0
HT_Objective_Lux_Pyramid_KeyPedestal02 0
HT_Objective_Lux_Pyramid_NefertitiTalked 0
HT_Objective_Lux_Pyramid_PlatMove01 0
HT_Objective_Lux_Pyramid_RopesLowered 0
HT_Objective_Lux_Pyramid_SecretDoor01 0
HT_Objective_Lux_Pyramid_SecretDoor02 0
HT_Objective_Lux_Pyramid_ShieldBridge 0
HT_Objective_Lux_Pyramid_SimonComplete 0
HT_Objective_Lux_Pyramid_SmashStatue01 0
HT_Objective_Lux_Pyramid_SmashStatue02 0
HT_Objective_Lux_Pyramid_Spikes03Down 0
HT_Objective_Lux_Pyramid_Spikes04Down 0
HT_Objective_MGWalls_GotMessage 0
HT_Objective_MGWalls_StatueCount 0
HT_Objective_Memcard 0
HT_Objective_Menu_NameOK 0
HT_Objective_MonsterNameHolder 0
HT_Objective_Mum_CashCollected 0
HT_Objective_Mum_Cast_CS_Chapter1_Menes 0
HT_Objective_Mum_Cast_CS_Chapter1_Start 0
HT_Objective_Mum_Cast_CS_Chapter2_Invisibility 0
HT_Objective_Mum_Cast_CS_Chapter2_Start 0
HT_Objective_Mum_Cast_CS_Chapter3_Start 0
HT_Objective_Mum_Cast_CS_Chapter4_Start 0
HT_Objective_Mum_Cast_CS_Chapter5_Start 0
HT_Objective_Mum_Cast_CS_Chapter5_UrukiteDone 0
HT_Objective_Mum_Cast_CS_Chapter6_Start 0
HT_Objective_Mum_Cast_EyeDoor1 0
HT_Objective_Mum_Cast_EyeDoor2 0
HT_Objective_Mum_Cast_EyeDoor3 0
HT_Objective_Mum_Cast_EyeDoor4 0
HT_Objective_Mum_Chapter 0
HT_Objective_Mum_ChapterDone 0
HT_Objective_Mum_Eye_MovingButton101 0
HT_Objective_Mum_Eye_MovingButton102 0
HT_Objective_Mum_Eye_MovingButton103 0
HT_Objective_Mum_Eye_MovingButton201 0
HT_Objective_Mum_Eye_MovingButton202 0
HT_Objective_Mum_Eye_MovingButton203 0
HT_Objective_Mum_Eye_MovingButton301 0
HT_Objective_Mum_Eye_MovingButton302 0
HT_Objective_Mum_Eye_MovingButton303 0
HT_Objective_Mum_Eye_Ring1Elect 0
HT_Objective_Mum_Eye_Ring1Fire 0
HT_Objective_Mum_Eye_Ring1Paper 0
HT_Objective_Mum_Eye_Ring1Rotate 0
HT_Objective_Mum_Eye_Ring1Stone 0
HT_Objective_Mum_Eye_Ring2Elect 0
HT_Objective_Mum_Eye_Ring2Fire 0
HT_Objective_Mum_Eye_Ring2Paper 0
HT_Objective_Mum_Eye_Ring2Rotate 0
HT_Objective_Mum_Eye_Ring2Stone 0
HT_Objective_Mum_Eye_Ring3Elect 0
HT_Objective_Mum_Eye_Ring3Fire 0
HT_Objective_Mum_Eye_Ring3Paper 0
HT_Objective_Mum_Eye_Ring3Rotate 0
HT_Objective_Mum_Eye_Ring3Stone 0
HT_Objective_Mum_Eye_RoundNum 0
HT_Objective_Mum_Gebq_Talked 0
HT_Objective_Mum_HangTrain_DoneGlyph01 0
HT_Objective_Mum_HangTrain_DoneGlyph02 0
HT_Objective_Mum_HangTrain_DoneGlyph03 0
HT_Objective_Mum_HangTrain_ElecNode01 0
HT_Objective_Mum_HangTrain_ElecNode02 0
HT_Objective_Mum_HangTrain_ElecNode03 0
HT_Objective_Mum_HangTrain_GatesOpen 0
HT_Objective_Mum_HangTrain_ImpulseOn 0
HT_Objective_Mum_HangTrain_LockDoor01Open 0
HT_Objective_Mum_HangTrain_LockDoor02Open 0
HT_Objective_Mum_HangTrain_LockDoor03Open 0
HT_Objective_Mum_Hourglass1 0
HT_Objective_Mum_Inch_IshkaLever 0
HT_Objective_Mum_Jail_AkCellExit 0
HT_Objective_Mum_Jail_AkCellSwitch 0
HT_Objective_Mum_Jail_AkGiveKey 0
HT_Objective_Mum_Jail_BlockGuard 0
HT_Objective_Mum_Jail_BurnExitBox 0
HT_Objective_Mum_Jail_ExitBar1 0
HT_Objective_Mum_Jail_ExitBar2 0
HT_Objective_Mum_Jail_OpenAkCell 0
HT_Objective_Mum_Jail_WellDoor 0
HT_Objective_Mum_Ldge_BridgeBoom 0
HT_Objective_Mum_Pala_ClockDoor 0
HT_Objective_Mum_Pala_Entrance 0
HT_Objective_Mum_Pala_HourHand 0
HT_Objective_Mum_Pala_MinuteHand 0
HT_Objective_Mum_Pala_SecondHand 0
HT_Objective_Mum_Pala_SetTime 0
HT_Objective_Mum_Sewr_ExitBridge 0
HT_Objective_Mum_Sewr_ExitFence 0
HT_Objective_Mum_Sewr_LitTorches 0
HT_Objective_Mum_Towr_CSPlayed 0
HT_Objective_Mum_Towr_DoorOpen 0
HT_Objective_Mum_Trch_Beaten 0
HT_Objective_Mum_Trch_Challenge 0
HT_Objective_Mum_Trch_SpinAnswer 0
HT_Objective_Mum_Trch_SpinRandom 0
HT_Objective_Mum_Treasure_FirePot 0
HT_Objective_Mum_Treasure_ObeliskDone 0
HT_Objective_Mum_Treasure_ObeliskDoorDone 0
HT_Objective_Mum_Treasure_ObeliskKey 0
HT_Objective_Mum_Treasure_Proclomation 0
HT_Objective_Mum_Udng_CSUrukCaught 0
HT_Objective_Mum_Udng_ObeliskOff 0
HT_Objective_Mum_Urukite_PassTest 0
HT_Objective_Mum_Urukite_TurnOffWall3 0
HT_Objective_Mum_Well_ChainDoor 0
HT_Objective_Mum_Well_PadlockDoor 0
HT_Objective_Mum_imp2_Arc01Open 0
HT_Objective_Mum_imp2_Arc01aOpen 0
HT_Objective_Mum_imp2_Arc01bOpen 0
HT_Objective_Mum_imp2_Arc02Open 0
HT_Objective_Mum_imp2_BurnFence01 0
HT_Objective_Mum_imp2_BurnFence02 0
HT_Objective_Mum_imp2_BurnFence03 0
HT_Objective_Mum_imp2_ElecNode01 0
HT_Objective_Mum_imp2_ElecNode02 0
HT_Objective_Mum_imp2_ElecRoomDone 0
HT_Objective_Mum_imp2_ElectricHelp 0
HT_Objective_Mum_imp2_EntranceClosed 0
HT_Objective_Mum_imp2_Eye01Seen 0
HT_Objective_Mum_imp2_Eye02Seen 0
HT_Objective_Mum_imp2_FloorDoorPaused 0
HT_Objective_Mum_imp2_Furnace01Lit 0
HT_Objective_Mum_imp2_Furnace02Lit 0
HT_Objective_Mum_imp2_Furnace03Lit 0
HT_Objective_Mum_imp2_GateOpen 0
HT_Objective_Mum_imp2_HangBarMoving 0
HT_Objective_Mum_imp2_ImpulseTarget 0
HT_Objective_Mum_imp2_ImpulseToggle01 0
HT_Objective_Mum_imp2_ImpulseToggle02 0
HT_Objective_Mum_imp2_ImpulseToggle03 0
HT_Objective_Mum_imp2_Key01Collected 0
HT_Objective_Mum_imp2_LowFenceHelp 0
HT_Objective_Mum_imp2_PlanetariumShrineItem 0
HT_Objective_Mum_imp2_PushableHelp 0
HT_Objective_Mum_imp2_RotoBaseState 0
HT_Objective_Mum_imp2_SmallGateRise 0
HT_Objective_Mum_imp2_SmallGateRiseLever 0
HT_Objective_Mum_imp2_WallSneakHelp 0
HT_Objective_Mum_imp2_WaterSpoutOn 0
HT_Objective_Mum_towr_PushableHelp 0
HT_Objective_Opt_FrameRate 0
HT_Objective_Opt_Invert 0
HT_Objective_Opt_PadLayout 0
HT_Objective_Opt_Screen 0
HT_Objective_Opt_ScreenX 0
HT_Objective_Opt_ScreenY 0
HT_Objective_Opt_Shock 0
HT_Objective_Opt_SoundMode 0
HT_Objective_Opt_StereoMono 0
HT_Objective_Opt_SwapXY 0
HT_Objective_Opt_Volume 0
HT_Objective_Opt_Volume_FX 100
HT_Objective_Opt_Volume_Music 70
HT_Objective_Opt_Widescreen 0
HT_Objective_Pairs_Active 0
HT_Objective_Pairs_HighScore 0
HT_Objective_Pairs_Parasol 0
HT_Objective_Pairs_SlotTemp 0
HT_Objective_Pairs_SlotTemp1 0
HT_Objective_Pairs_Won 0
HT_Objective_Racing_BestTime_1 0
HT_Objective_Racing_BestTime_2 0
HT_Objective_Racing_HighScore_1 0
HT_Objective_Racing_HighScore_2 0
HT_Objective_Ring1Paper 0
HT_Objective_SakTemple_PillarFall01 0
HT_Objective_Sak_1_WoodDoor01 0
HT_Objective_Sak_Bridge1Down 0
HT_Objective_Sak_CS_1Berry 0
HT_Objective_Sak_CS_1FlyingCamera 0
HT_Objective_Sak_CS_1GebAttack 0
HT_Objective_Sak_CS_1GebEscape 0
HT_Objective_Sak_CS_1Spitting 0
HT_Objective_Sak_CS_1Teleporter 0
HT_Objective_Sak_CS_2Scared 0
HT_Objective_Sak_CS_6HappyElder 0
HT_Objective_Sak_CS_6HappyFarmer 0
HT_Objective_Sak_CS_6SadElder 0
HT_Objective_Sak_CS_6SadFarmer 0
HT_Objective_Sak_CS_7SoldiersLaughing 0
HT_Objective_Sak_DoneSluiceGate 0
HT_Objective_Sak_Dungeon_BioVine01 0
HT_Objective_Sak_Dungeon_BioVine02 0
HT_Objective_Sak_Dungeon_BioVine03 0
HT_Objective_Sak_Dungeon_BioVine04 0
HT_Objective_Sak_Dungeon_BioVine05 0
HT_Objective_Sak_Dungeon_BioVine06 0
HT_Objective_Sak_Dungeon_CSCeremony1 0
HT_Objective_Sak_Dungeon_CSCeremony3 0
HT_Objective_Sak_Dungeon_CSHittiteExplosion 0
HT_Objective_Sak_Dungeon_FlyingDiscs 0
HT_Objective_Sak_Dungeon_LightSet01 0
HT_Objective_Sak_Dungeon_LightSet01On 0
HT_Objective_Sak_Dungeon_LightSet02 0
HT_Objective_Sak_Dungeon_LightSet02On 0
HT_Objective_Sak_Dungeon_PlantBomb01 0
HT_Objective_Sak_Dungeon_PlantBomb02 0
HT_Objective_Sak_Dungeon_PlantBomb03 0
HT_Objective_Sak_Dungeon_PrisFree01 0
HT_Objective_Sak_Dungeon_PrisFree02 0
HT_Objective_Sak_FarmerTest 0
HT_Objective_Sak_Geb_Queen_Block_Door_1 0
HT_Objective_Sak_Geb_Queen_Block_Door_2 0
HT_Objective_Sak_GotMagicWater 0
HT_Objective_Sak_GrowToad01 0
HT_Objective_Sak_GrowToad02 0
HT_Objective_Sak_HitTarget 0
HT_Objective_Sak_HittiteCity_CaveEntrance 0
HT_Objective_Sak_HittiteCity_PillarBridge 0
HT_Objective_Sak_Refuge_AcceptMission 0
HT_Objective_Sak_Refuge_AcidBlockDone 0
HT_Objective_Sak_Refuge_ElderTentOpen 0
HT_Objective_Sak_Refuge_GrowPlant1 0
HT_Objective_Sak_Ruins_LightSet01 0
HT_Objective_Sak_Ruins_LightSet01On 0
HT_Objective_Sak_Ruins_LightSet02 0
HT_Objective_Sak_Ruins_LightSet02On 0
HT_Objective_Sak_Ruins_LightSet03 0
HT_Objective_Sak_Ruins_LightSet03On 0
HT_Objective_Sak_Ruins_LightSet04On 0
HT_Objective_Sak_Ruins_RefugeOpen 0
HT_Objective_Sak_Ruins_SlatsOpen 0
HT_Objective_Sak_Ruins_Spinners01On 0
HT_Objective_Sak_SeenFall 0
HT_Objective_Sak_SquirtBits 0
HT_Objective_Sak_SquirtHerdTalk 0
HT_Objective_Sak_SquirtsCaught 0
HT_Objective_Sak_Start_DebrisBoom01 0
HT_Objective_Sak_Start_DebrisBoom03 0
HT_Objective_Sak_Start_DebrisBoom2 0
HT_Objective_Sak_Start_GotAcidDarts 0
HT_Objective_Sak_Start_LockBridgeOpen 0
HT_Objective_Sak_Start_Pearl01 0
HT_Objective_Sak_Start_Pearl02 0
HT_Objective_Sak_Start_QuestLeaves 0
HT_Objective_Sak_Start_QuestMap 0
HT_Objective_Sak_Start_SpiderCaveOpen 0
HT_Objective_Sak_Start_SwampDoor 0
HT_Objective_Sak_Temple_FDoorCowel01 0
HT_Objective_Sak_Temple_FDoorCowel02 0
HT_Objective_Sak_Temple_FDoorKey01 0
HT_Objective_Sak_Temple_FDoorKey01Use 0
HT_Objective_Sak_Temple_FDoorKey02 0
HT_Objective_Sak_Temple_FDoorKey02Use 0
HT_Objective_Sak_Temple_FDoorKey03 0
HT_Objective_Sak_Temple_FDoorKey03Use 0
HT_Objective_Sak_Temple_FDoorKey04 0
HT_Objective_Sak_Temple_FDoorKey04Use 0
HT_Objective_Sak_Temple_FDoorLever01 0
HT_Objective_Sak_Temple_FDoorLever02 0
HT_Objective_Sak_Temple_FastSpikes 0
HT_Objective_Sak_Temple_FrontDoor01 0
HT_Objective_Sak_Temple_FrontDoor02 0
HT_Objective_Sak_Temple_Lockdown01 0
HT_Objective_Sak_Temple_Lockdown02 0
HT_Objective_Sak_Temple_PillarChain01 0
HT_Objective_Sak_Temple_PillarChain02 0
HT_Objective_Sak_Temple_PillarChain03 0
HT_Objective_Sak_Temple_PillarFall01 0
HT_Objective_Sak_Temple_PyreSwitch01 0
HT_Objective_Sak_Temple_PyreSwitch02 0
HT_Objective_Sak_Temple_PyreSwitch03 0
HT_Objective_Sak_Temple_RamPillar1 0
HT_Objective_Sak_Temple_RamPillar2 0
HT_Objective_Sak_Temple_ResPillar 0
HT_Objective_Sak_Temple_SatueHead1 0
HT_Objective_Sak_Temple_SatueHead2 0
HT_Objective_Sak_Temple_SatueHead3 0
HT_Objective_Sak_Temple_SatueHead4 0
HT_Objective_Sak_Temple_SeenWaterPillar 0
HT_Objective_Sak_Temple_ShortcutDone 0
HT_Objective_Sak_Valley_AcidBlockDone 0
HT_Objective_Sak_Valley_Boulder01Done 0
HT_Objective_Sak_Valley_Boulder02Done 0
HT_Objective_Sak_Valley_Boulder03Done 0
HT_Objective_Sak_Valley_BurblesDead 0
HT_Objective_Sak_Valley_WaterPlatform 0
HT_Objective_Sak_Village_BecomeSoldier 0
HT_Objective_Sak_Village_DoneWelcome 0
HT_Objective_Sak_Village_DungeonDoor 0
HT_Objective_Sak_Village_ExplainedTrap 0
HT_Objective_Sak_Village_HeardChief 0
HT_Objective_Sak_Village_LastGame 0
HT_Objective_Sak_Village_Prize 0
HT_Objective_Sak_Village_Shooting1_Score 0
HT_Objective_Sak_Village_Shooting2_Score 0
HT_Objective_Sak_Village_ShootingTrials 0
HT_Objective_Sak_Village_SwimGotAnkh 0
HT_Objective_Sak_Village_SwimReward 0
HT_Objective_Sak_WaterDirected 0
HT_Objective_Shooting_CurrScore 0
HT_Objective_Shooting_Playing 0
HT_Objective_Shooting_Row1 0
HT_Objective_Shooting_Row2 0
HT_Objective_Shooting_Row3 0
HT_Objective_Shooting_Row4 0
HT_Objective_Shooting_Score1 0
HT_Objective_Shop_Price 0
HT_Objective_Simon_Active 0
HT_Objective_Simon_Playing 0
HT_Objective_Simon_Round 0
HT_Objective_Simon_SubRound 0
HT_Objective_TextVar0 0
HT_Objective_TextVar1 0
HT_Objective_TextVar2 0
HT_Objective_TextVar3 0
HT_Objective_TextVar4 0
HT_Objective_TextVar5 0
HT_Objective_TextVar6 0
HT_Objective_TextVar7 0
HT_Objective_TextVar8 0
HT_Objective_TextVar9 0
HT_Objective_Tst_ReelStates 0
HT_Objective_Urk_2key_BlowpipeHelp 0
HT_Objective_Urk_2key_Bridge01 0
HT_Objective_Urk_2key_Bridge01Lock 0
HT_Objective_Urk_2key_Bridge02 0
HT_Objective_Urk_2key_Bridge02Lock 0
HT_Objective_Urk_2key_CSIntro 0
HT_Objective_Urk_2key_DartTarget01 0
HT_Objective_Urk_2key_DartTarget02 0
HT_Objective_Urk_2key_ElecWheel 0
HT_Objective_Urk_2key_ExitDoorState 0
HT_Objective_Urk_2key_FloatBridge 0
HT_Objective_Urk_2key_GlyphUsed 0
HT_Objective_Urk_2key_GolemsEyeDoor 0
HT_Objective_Urk_2key_GolemsEyeLock 0
HT_Objective_Urk_2key_KaTileAppeared 0
HT_Objective_Urk_2key_Key01Used 0
HT_Objective_Urk_2key_Key02Used 0
HT_Objective_Urk_2key_MoveTarget01Shot 0
HT_Objective_Urk_2key_MoveTarget02Shot 0
HT_Objective_Urk_2key_MoveTarget03Shot 0
HT_Objective_Urk_2key_Rock01Risen 0
HT_Objective_Urk_2key_Rock02Risen 0
HT_Objective_Urk_2key_SmashSwitchOpen 0
HT_Objective_Urk_2key_SpawnEnemies 0
HT_Objective_Urk_2key_TempleOpen 0
HT_Objective_Urk_2key_UrukiteSpoke 0
HT_Objective_Urk_3Beams_BeamEmitter01 0
HT_Objective_Urk_3Beams_BeamEmitter02 0
HT_Objective_Urk_3Beams_BeamEmitter03 0
HT_Objective_Urk_3Beams_BigBeam 0
HT_Objective_Urk_3Beams_Bridge01 0
HT_Objective_Urk_3Beams_Bridge02 0
HT_Objective_Urk_3bms_CrackWall01 0
HT_Objective_Urk_3bms_CrackWall02 0
HT_Objective_Urk_3bms_CrackWall03 0
HT_Objective_Urk_3bms_ExitDoor 0
HT_Objective_Urk_3bms_LavaBlock06 0
HT_Objective_Urk_3bms_LavaBlock07 0
HT_Objective_Urk_3bms_LavaPlatform01 0
HT_Objective_Urk_3bms_Targets01 0
HT_Objective_Urk_4pat_CSPlayed 0
HT_Objective_Urk_4pat_Completed 0
HT_Objective_Urk_4pat_Room1Done 0
HT_Objective_Urk_4pat_WomanSaved 0
HT_Objective_Urk_4pat_WomanTalked 0
HT_Objective_Urk_4pat_WomanTalked2 0
HT_Objective_Urk_4pat_doorcam1 0
HT_Objective_Urk_4pat_doorcam2 0
HT_Objective_Urk_4pat_doorcam3 0
HT_Objective_Urk_Intr_Boulder 0
HT_Objective_Urk_Intr_LavaToad 3
HT_Objective_Urk_Intro_GrabBarsMoving 0
HT_Objective_WallDodge_AccumTime 0
HT_Objective_WallDodge_CurrentGame 0
HT_Objective_WallDodge_GameNum 0
HT_Objective_WallDodge_HighScore_1 0
HT_Objective_WallDodge_HighScore_2 0
HT_Objective_WallDodge_HighScore_3 0
HT_Objective_WallDodge_PassedTest 0
HT_Objective_WallDodge_Time 0
HashCode Not Found 0
HashCode Not Found -1465341784
HashCode Not Found 1
HashCode Not Found 1
HashCode Not Found 1
HashCode Not Found 1
HashCode Not Found 1
HashCode Not Found 1
HashCode Not Found 1
HashCode Not Found 1
HashCode Not Found 1
HashCode Not Found 1
HashCode Not Found 1
HashCode Not Found 1
HashCode Not Found 1
HashCode Not Found 1
HashCode Not Found 1
HashCode Not Found 1
HashCode Not Found 1
HashCode Not Found 1
HashCode Not Found 1
HashCode Not Found 1
HashCode Not Found 1
HashCode Not Found 1
HashCode Not Found 1
HashCode Not Found 1
HashCode Not Found 1
HashCode Not Found 1
HashCode Not Found 1
HashCode Not Found 1
}
Num_Items 190
{
HT_Item_Weapon_StandardDart 100 100
HT_Item_Weapon_FireDart -1 30
HT_Item_Weapon_IceDart -1 30
HT_Item_Weapon_AcidDart -1 30
HT_Item_Weapon_ExplosiveBeetle -1 20
HT_Item_Weapon_CaptureBeetle -1 20
HT_File_BC01_Giant_Prawn -1 10
HT_File_BM09_Smiling_burble -1 10
HT_File_BM10_i_Cyclops -1 10
HT_File_BM12_slim_burble -1 10
HT_File_BR05_Dino_Oaf -1 10
HT_File_BR06_Half_Brute -1 10
HT_File_BU01_Mummy_Minotaur -1 10
HT_File_BU02_Skeletal_Axeman -1 10
HT_File_BU05_almost_a_bull -1 10
HT_File_BU06_MBird -1 10
HT_File_BR04_Goofy_Lizard -1 10
HT_File_FL02_Featherless_Turkey -1 10
HT_File_FL03_shuttlecock_bird -1 10
HT_File_FL04_Skeletal_Bat -1 10
HT_File_FL04_Skeletal_Bat_Fire -1 10
HT_File_FL05_Mummy_Eagle -1 10
HT_File_FL06_Undead_Man -1 10
HT_File_HD13_S02_Aby_Bourgeoisie_Racist -1 10
HT_File_HD14_Crab -1 10
HT_File_HD15_GuardTest -1 10
HT_File_HD43_Skull_Aka_Worshipper -1 10
HT_File_HD43_Skull_Aka_Worshipper_Shadow -1 10
HT_File_HD43_Skull_Aka_Worshipper_Sword -1 10
HT_File_IN01_Green_Giant_worm -1 10
HT_File_IN07_Blade_Scorpion -1 10
HT_File_IN08_Tacked_Spider -1 10
HT_File_IN09_Sak_Spike_Spider -1 10
HT_File_IN11_Spider -1 10
HT_File_PI01_Piranha -1 10
HT_File_PI01_Hard_Piranha -1 10
HT_File_PI01_Green_Piranha -1 10
HT_File_PI02_Electric_Eel -1 10
HT_File_PI03_Aka_Manta_Rays -1 10
HT_File_PI04_Aka_Spinefish -1 10
HT_File_PI05_Aka_Turtle -1 10
HT_File_PI06_Aka_Tentacle_Creature -1 10
HT_File_PL01_Eye -1 10
HT_File_PL02_Tree_Creature -1 10
HT_File_PL04_Sunflower_With_Face -1 10
HT_File_QC01_Pokemon -1 10
HT_File_QR01_Cobra -1 10
HT_File_QR02_Sak_Spitting_Toad -1 10
HT_File_QR03_Sak_Small_Frog -1 10
HT_File_QR04_Sak_Nose_Needler -1 10
HT_File_QU01_Skeletal_Spider -1 10
HT_File_QU02_Skeletal_Armadillo -1 10
HT_File_QU02_Skeletal_Armadillo_Electricity -1 10
HT_File_QU02_Skeletal_Armadillo_Fire -1 10
HT_File_QU04_Mummy_Chihuahua -1 10
HT_File_QU05_skeletal_waspspider -1 10
HT_File_QU06_Mummy_Worm -1 10
HT_File_QU09_Rat -1 10
HT_File_QU08_Normal_Chihuahua -1 10
HT_File_HD17_Sharpbeak -1 10
HT_File_BU03_zombie_man -1 10
HT_File_HD02_Cat -1 10
HT_File_HD03_BigBull -1 10
HT_Item_Inv_Cabbage -1 5
HT_Item_Inv_Carrot -1 5
HT_Item_Quest_AnkhContainer -1 9
HT_Item_Quest_AnkhPiece -1 20
HT_Item_Quest_CanopicVase -1 6
HT_Item_Pickup_CrystalKey -1 -1
HT_Item_Quest_CrystalKey1 -1 -1
HT_Item_Quest_CrystalKey2 -1 -1
HT_Item_Quest_CrystalKey3 -1 -1
HT_Item_Quest_Pearl -1 4
HashCode Not Found -1 -1
HT_Item_Quest_ArmadilloTrophy -1 -1
